id,name,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,host_is_superhost,host_response_rate,host_acceptance_rate,availability_365,reviews_per_month,calculated_host_listings_count,bathrooms
580667,"70qm 1br - bright, artsy and high tech",Tempelhof,52.45767,13.37887,Entire home/apt,2,1.0,1.0,77.0,90,365,35,4.75,4.65,4.79,True,100.0,40.0,313,0.22,1,1.0
583916,Gästeappartement in Rudow (App. 2),Rudow,52.41305,13.47963,Entire home/apt,2,1.0,1.0,60.0,5,30,80,4.52,4.72,4.25,False,100.0,87.0,314,0.57,2,1.0
589169,Charming maisonette apartment in Prenzlauer Berg,Prenzlauer Berg Süd,52.53229904174805,13.426223754882812,Entire home/apt,5,3.0,3.0,198.0,5,100,108,4.89,4.66,4.91,True,100.0,100.0,34,0.68,2,1.0
589285,Soothing Retreat in Hip Kreuzkölln,Rixdorf,52.48623,13.44967,Entire home/apt,2,1.0,1.0,37.0,93,1125,97,4.74,4.77,4.33,False,,,31,0.61,1,1.0
590200,Gästeappartement in Rudow (App.1),Rudow,52.41335,13.47975,Entire home/apt,2,1.0,2.0,65.0,5,30,70,4.63,4.8,4.31,False,100.0,87.0,322,0.52,2,1.0
594032,Vintage  style City West,Halensee,52.49739,13.30231,Entire home/apt,6,3.0,5.0,112.0,7,1125,131,4.63,4.61,4.74,True,100.0,92.0,51,1.14,3,1.0
597413,Cozy flat,Ost 2,52.57379,13.35485,Private room,1,1.0,1.0,29.0,93,365,36,4.67,4.85,4.58,False,100.0,33.0,119,0.23,3,1.0
598982,Altbau Kreuzberg Wienerstrasse,südliche Luisenstadt,52.49615,13.43335,Entire home/apt,2,1.0,1.0,135.0,30,730,61,4.85,4.75,4.86,False,100.0,17.0,325,0.38,1,1.0
606926,My home in Berlin might be yours !,Frankfurter Allee Nord,52.52302,13.45452,Entire home/apt,6,3.0,3.0,124.0,4,30,115,4.73,4.63,4.58,True,,75.0,65,0.72,1,1.0
620013,Charming Cozy Room in Berlin KuDamm,Neue Kantstraße,52.50081,13.30127,Entire home/apt,4,1.0,2.0,77.0,92,365,128,4.76,4.92,4.69,False,0.0,,146,0.81,1,1.0
633372,"Bright room with balcony, sustainable lifestyle",südliche Luisenstadt,52.49765119267812,13.428157359714586,Private room,1,1.0,1.0,49.0,10,60,70,4.72,4.81,4.84,True,100.0,94.0,83,0.44,1,1.5
642955,"Sexy Central Flat with View, Home Working Perfect!",Alexanderplatz,52.52819,13.39641,Entire home/apt,3,1.0,2.0,101.0,2,30,164,4.91,4.81,4.94,True,100.0,93.0,13,1.03,1,1.0
667849,Furnished Appartment in Berlin,Schöneberg-Süd,52.48512,13.3558,Entire home/apt,3,1.0,2.0,51.0,183,1125,39,4.67,4.54,4.72,False,,100.0,147,0.27,1,1.0
671958,Cosy room in the heart of Berlin,Volkspark Wilmersdorf,52.48955,13.32265,Private room,1,1.0,1.0,83.0,1,7,242,4.77,4.92,4.75,True,100.0,100.0,87,1.81,1,1.0
680999,Cosy Studio near the canal in Kreuzberg,südliche Luisenstadt,52.49318,13.43811,Entire home/apt,2,1.0,2.0,70.0,3,1000,172,4.83,4.75,4.96,False,100.0,99.0,31,1.28,2,1.0
681132,"City flat for 2 people, in Mitte",Moabit Ost,52.53088,13.35107,Entire home/apt,2,1.0,1.0,57.0,5,365,149,4.57,4.5,4.61,False,100.0,99.0,208,1.11,2,1.0
685944,Center - Artist Studio with Garden,Tiergarten Süd,52.50244,13.36344,Entire home/apt,6,3.0,3.0,160.0,2,1125,440,4.79,4.75,4.74,True,100.0,84.0,206,2.84,1,2.0
687582,Charming apartment with Balcony in Kreuzberg,Südliche Friedrichstadt,52.49798,13.39973,Entire home/apt,4,1.0,1.0,96.0,4,180,158,4.61,4.77,4.61,False,100.0,100.0,34,1.15,1,1.0
691469,Luxury Loft with Roof-Deck,südliche Luisenstadt,52.49485,13.43586,Entire home/apt,4,2.0,3.0,281.0,5,45,43,4.86,4.95,4.74,True,93.0,98.0,30,0.27,1,1.5
693357,Cozy Kreuzberg-Near Hasenheide park,Tempelhofer Vorstadt,52.48749,13.41877,Entire home/apt,2,1.0,1.0,45.0,92,1125,182,4.75,4.77,4.69,False,100.0,100.0,286,1.15,2,1.0
694871,Enchanting 142m²(1530 ft²)  Loft/Flat in F'Hain,Karl-Marx-Allee-Süd,52.51442,13.45243,Entire home/apt,8,3.0,3.0,360.0,2,8,232,4.94,4.82,4.89,True,100.0,100.0,74,1.54,1,1.0
696372,"Cosy light room , strong WIFI",Alt-Hohenschönhausen Nord,52.5618,13.49399,Private room,2,1.0,1.0,50.0,2,100,129,4.7,4.68,4.61,True,100.0,100.0,313,0.95,4,1.0
698727,Central location,Albrechtstr.,52.45308,13.35351,Entire home/apt,9,4.0,7.0,217.0,2,30,138,4.9,4.89,4.75,True,100.0,100.0,309,0.91,1,1.5
700806,"Room (11m2) in a charming apartment, Berlin",Schöneberg-Nord,52.49211,13.36937,Private room,2,1.0,1.0,63.0,3,729,165,4.88,4.93,4.81,True,50.0,44.0,350,1.05,1,1.0
701909,100sqm Industrial-Design Loft in Friedrichshain,Karl-Marx-Allee-Süd,52.51279,13.44946,Entire home/apt,2,1.0,1.0,167.0,3,100,94,4.93,4.88,4.89,False,100.0,86.0,64,0.68,1,1.0
703900,Bright and big room at Kreuzberg,Tempelhofer Vorstadt,52.48981,13.4216,Private room,1,1.0,1.0,65.0,3,4,100,4.88,4.85,4.88,True,100.0,79.0,170,0.63,1,1.0
706237,Design Apartment Prenzlauer Berg,Prenzlauer Berg Nordwest,52.55474,13.41318,Entire home/apt,2,1.0,1.0,140.0,63,360,94,4.95,4.86,4.88,True,100.0,96.0,236,0.67,1,1.0
714312,Sunny Apartment near subway WIFI,Gropiusstadt,52.43166,13.4549,Entire home/apt,1,0.0,1.0,40.0,180,365,241,4.65,4.83,4.45,False,100.0,50.0,207,1.63,1,1.0
731285,Gorgeous room in Prenzlauer Berg!,Prenzlauer Berg Südwest,52.53533,13.41739,Private room,2,1.0,2.0,51.0,1,333,163,4.86,4.91,4.92,True,100.0,79.0,161,1.04,1,1.0
742211,Great Little Penthouse,Schöneberg-Nord,52.49686,13.33922,Entire home/apt,2,1.0,1.0,225.0,3,15,164,4.87,4.77,4.89,False,90.0,89.0,53,1.05,1,1.0
744264,Smart Appart  Blücher Boardinghouse Kreuzberg,Tempelhofer Vorstadt,52.49068,13.40485,Entire home/apt,5,2.0,2.0,112.0,2,1125,430,4.58,4.75,4.67,True,100.0,100.0,290,2.76,3,1.0
749508,Central & Elegant Kreuzberg apart.,Tempelhofer Vorstadt,52.49299,13.39633,Entire home/apt,3,1.0,2.0,65.0,92,210,141,4.76,4.83,4.76,False,,33.0,263,0.91,2,1.0
753152,Nice and spacious attic,Prenzlauer Berg Nordwest,52.54653,13.40217,Entire home/apt,2,1.0,2.0,150.0,5,60,115,4.89,4.82,4.86,False,100.0,25.0,346,0.76,1,1.0
768616,Over the roofs of Berlin with Lift and Netflix,Helmholtzplatz,52.54401016235352,13.424574851989746,Entire home/apt,4,1.0,2.0,137.0,3,1123,486,4.94,4.92,4.94,True,100.0,97.0,95,3.13,1,1.0
769334,"2bedroom rooftop, registration",Ost 1,52.57515,13.36888,Entire home/apt,1,2.0,4.0,62.0,180,365,72,4.71,4.86,4.46,False,100.0,33.0,358,0.46,3,1.5
772627,"40,5m² Apartment close by Richard Sqare Neukölln",Rixdorf,52.4763,13.4415,Entire home/apt,4,1.0,1.0,97.0,5,1125,222,4.82,4.8,4.64,True,100.0,100.0,128,1.45,1,1.0
773066,Sunny Kreuzberg Studio by the Water,südliche Luisenstadt,52.49487,13.42879,Entire home/apt,1,1.0,1.0,67.0,300,730,178,4.73,4.79,4.78,False,,,236,1.14,2,1.0
776069,Near Brandenburger Gate/Reichstag,Moabit Ost,52.53466,13.35154,Entire home/apt,2,1.0,1.0,141.0,120,120,0,,,,False,,,365,,1,1.0
777993,Tauts Home - Hufeisensiedlung Berlin,Britz,52.44637,13.44797,Entire home/apt,4,2.0,3.0,200.0,3,180,7,4.43,4.43,4.43,False,100.0,100.0,305,0.06,1,1.0
782924,Quiet comfort in central Berlin,nördliche Luisenstadt,52.50439,13.42558,Entire home/apt,2,1.0,4.0,75.0,92,365,22,4.59,4.68,4.73,False,78.0,83.0,297,0.14,3,1.0
782997,Spacious comfort in central Berlin,nördliche Luisenstadt,52.50253,13.4258,Entire home/apt,2,1.0,3.0,75.0,92,365,20,4.65,4.85,4.65,False,78.0,83.0,333,0.13,3,1.0
789018,3 für 2-3,Helmholtzplatz,52.54389,13.42163,Entire home/apt,3,1.0,2.0,117.0,4,1125,77,4.78,4.83,4.87,True,100.0,100.0,8,0.53,2,1.0
795924,Cool Location: Kulturbrauerei,Helmholtzplatz,52.54266,13.41643,Entire home/apt,2,1.0,1.0,67.0,92,1125,2,4.5,5.0,5.0,False,,,0,0.03,2,1.0
817454,3Room in Best Place Prenzlauer Berg,Helmholtzplatz,52.54498,13.4156,Entire home/apt,6,2.0,4.0,128.0,3,30,273,4.55,4.54,4.83,False,100.0,100.0,147,1.77,2,1.0
817473,Architect´s Loft // Luxury Rooftop,südliche Luisenstadt,52.49823,13.43371,Entire home/apt,2,1.0,1.0,165.0,4,365,56,4.93,4.91,4.75,True,100.0,89.0,28,0.38,2,1.0
819740,Above the roofs of Berlin Neukölln!,Rixdorf,52.47714,13.45189,Entire home/apt,5,2.0,2.0,129.0,4,1125,92,4.84,4.76,4.78,False,83.0,74.0,325,0.61,1,1.0
829241,Beautiful Artsy Retreat hip area,Prenzlauer Berg Süd,52.53326,13.43433,Entire home/apt,2,1.0,2.0,109.0,5,60,70,4.63,4.61,4.87,False,100.0,89.0,280,0.45,1,1.0
836938,Stylish  Loft in Prenzlauer Berg,Brunnenstr. Süd,52.53631,13.40655,Entire home/apt,4,1.0,4.0,95.0,92,300,22,4.91,4.82,4.91,False,,100.0,327,0.15,1,3.0
851630,*** Modern Design Apartment ***,Frankfurter Allee Süd FK,52.51455,13.45987,Entire home/apt,2,1.0,1.0,96.0,180,730,31,4.77,4.83,4.83,False,100.0,50.0,352,0.2,4,1.0
851688,*** Historic Design Apartment ***,Frankfurter Allee Süd FK,52.51481,13.45843,Entire home/apt,2,1.0,1.0,96.0,181,1125,34,4.85,4.59,4.74,False,100.0,50.0,363,0.23,4,1.0
856117,Room near Airport Schönefeld,Oberschöneweide,52.46483,13.51275,Private room,1,1.0,1.0,33.0,30,360,11,4.45,4.36,4.45,False,100.0,93.0,11,0.08,4,1.5
856845,apartment in Kreuzberg.,südliche Luisenstadt,52.49705,13.43411,Entire home/apt,2,1.0,1.0,100.0,92,1125,2,5.0,4.5,5.0,False,,,365,0.01,1,1.0
860671,*** Exclusive Design Apartment ***,Frankfurter Allee Süd FK,52.51474,13.46143,Entire home/apt,2,1.0,1.0,96.0,180,1125,31,4.93,4.87,4.83,False,100.0,50.0,350,0.2,4,1.0
861698,Bright Urban Artist Rooftop - 105m2 Dachgeschoss,Prenzlauer Berg Nordwest,52.55218,13.40415,Entire home/apt,3,2.0,3.0,136.0,92,179,103,4.85,4.84,4.7,False,,,142,0.97,1,2.0
863534,2-room cityapartmen I45m² I balcony,Regierungsviertel,52.50954,13.40504,Entire home/apt,5,1.0,2.0,117.0,3,365,54,4.48,4.63,4.57,False,100.0,100.0,58,0.38,9,1.0
865222,Berlin for 1 -3 in a bright room,Alt-Hohenschönhausen Nord,52.56078,13.49243,Private room,3,1.0,2.0,44.0,2,61,139,4.75,4.78,4.54,True,100.0,100.0,348,0.93,4,2.0
866332,For the quite global individualist,Blankenfelde/Niederschönhausen,52.58814,13.39598,Private room,1,1.0,1.0,39.0,2,5,37,4.95,4.95,4.78,True,75.0,75.0,15,0.25,1,1.0
869793,stylish apartment in Kreuzberg 36,nördliche Luisenstadt,52.50113,13.43176,Entire home/apt,3,1.0,1.0,100.0,2,365,548,4.86,4.9,4.86,True,100.0,99.0,203,3.61,1,1.0
871854,Lilac Female only room at the Federal Chancellery,Moabit Ost,52.52011,13.35889,Private room,1,1.0,1.0,28.0,92,600,13,4.85,4.85,4.77,True,100.0,83.0,208,0.09,4,1.0
878074,Cozy Design Cinema Flat Long Term,Prenzlauer Berg Süd,52.53321,13.42556,Entire home/apt,2,1.0,1.0,184.0,3,730,182,4.96,4.87,4.94,True,100.0,77.0,297,1.23,1,1.0
880130,"Berlin, is a nice City, central, kulturell, fein",Schöneberg-Süd,52.48851,13.34912,Private room,2,1.0,1.0,80.0,4,14,41,4.93,4.9,4.87,False,100.0,100.0,321,0.31,1,1.0
880250,Furnished apartment Corbusier house,Heerstrasse,52.50865,13.24357,Entire home/apt,2,1.0,1.0,32.0,92,500,18,4.61,4.44,4.28,False,,100.0,94,0.15,1,1.0
889901,Quiet and cozy 3-room apartment,Westend,52.51576,13.26434,Entire home/apt,3,2.0,3.0,47.0,92,730,38,4.86,4.92,4.7,False,,100.0,80,0.25,1,1.0
901837,"Stylish Apartment with Pool, Sauna & Rooftop",Prenzlauer Berg Ost,52.53741,13.45873,Entire home/apt,5,3.0,4.0,307.0,4,365,325,4.91,4.98,4.68,True,100.0,100.0,212,2.14,1,2.0
913379,Stunning Architect's Apartment centrally located,Wiesbadener Straße,52.47022,13.31133,Entire home/apt,6,2.0,3.0,693.0,3,60,23,4.35,4.13,4.7,False,100.0,78.0,87,0.15,3,2.0
919931,CUTE´N´COSY - HAPPYSTYLISH - CENTRE,Prenzlauer Berg Süd,52.53558,13.42542,Entire home/apt,3,1.0,1.0,123.0,3,365,386,4.88,4.86,4.98,True,100.0,100.0,345,2.54,2,1.0
922815,Beautiful Garden Apartment,Wiesbadener Straße,52.47084644080307,13.30977998859106,Entire home/apt,4,1.0,1.0,171.0,1,120,1,5.0,5.0,5.0,False,100.0,78.0,186,0.77,3,1.0
926670,clean calm and cosy Mitte-Apartment near Charité,Wedding Zentrum,52.54013,13.35249,Entire home/apt,4,2.0,2.0,112.0,5,14,668,4.84,4.94,4.63,True,100.0,100.0,63,4.36,2,1.0
929443,Loft with fantastic Atmosphere,Brunnenstr. Süd,52.52853,13.38713,Entire home/apt,4,3.0,3.0,195.0,3,90,350,4.96,4.99,4.95,True,100.0,84.0,306,2.3,1,1.5
937705,The little luxury in Berlin,Lichtenrade,52.39198,13.40816,Private room,3,1.0,2.0,59.0,3,365,18,4.78,4.61,4.83,False,100.0,98.0,144,0.13,3,1.0
945373,"YourPerfectPlace - Central,New,Cool",Frankfurter Allee Nord,52.51637,13.47122,Entire home/apt,3,1.0,2.0,60.0,92,270,14,4.86,5.0,4.71,False,0.0,,108,0.09,1,1.0
962143,"Zimmer NY, EFH, Pool, Garten, Terrassen",Altglienicke,52.40838,13.53149,Private room,4,1.0,1.0,62.0,1,1125,168,4.9,4.96,4.8,True,100.0,90.0,304,1.22,2,1.0
965074,"Zimmer, EFH, Pool, Garten, Terrassen",Altglienicke,52.40868,13.53306,Private room,3,1.0,1.0,63.0,1,1125,54,4.65,4.89,4.73,True,100.0,90.0,264,0.39,2,1.0
969200,Charming studio in Prenzlauer Berg by StayBearlin,Prenzlauer Berg Nord,52.54213,13.43838,Entire home/apt,3,0.0,2.0,139.0,3,200,464,4.61,4.65,4.56,True,100.0,99.0,331,3.04,10,1.0
978892,Wohnraum im Dachgeschoss in Berlin,Nord 1,52.63905,13.2752,Private room,3,1.0,2.0,60.0,2,730,250,4.84,4.95,4.65,True,100.0,98.0,346,1.67,1,1.0
979758,Light and quiet apartment in Prenzlauer Berg,Prenzlauer Berg Nord,52.54689,13.42632,Entire home/apt,2,0.0,1.0,68.0,4,35,177,4.86,4.68,4.88,True,100.0,82.0,36,1.18,1,0.0
989871,Beautiful Country Home Near Savignyplatz,Otto-Suhr-Allee,52.51248,13.31687,Private room,1,1.0,1.0,55.0,92,120,57,4.68,4.74,4.85,False,100.0,100.0,362,0.38,1,1.0
993985,Zimmer in Schöneberg,Schöneberg-Süd,52.48648,13.35029,Private room,2,1.0,1.0,55.0,3,1125,100,4.86,4.63,4.9,False,83.0,56.0,121,0.87,1,1.0
997825,Apartment in Berlin Prenzlauer Berg,Prenzlauer Berg Südwest,52.53994,13.40936,Entire home/apt,4,1.0,2.0,102.0,3,7,156,4.82,4.72,4.97,False,,67.0,0,1.03,1,1.0
1005341,Nice room in Prenzlauer Berg-Berlin,Prenzlauer Berg Südwest,52.53615,13.42204,Private room,2,1.0,1.0,41.0,4,14,101,4.87,4.71,4.92,True,100.0,92.0,37,0.67,1,1.0
1009209,Room in Neukölln/Kreuzberg + Bike,Reuterstraße,52.49158,13.42327,Private room,1,1.0,1.0,58.0,4,14,219,4.91,4.86,4.9,True,,92.0,266,1.46,1,1.0
1017368,Elegant Apartment in Kreuzberg,Tempelhofer Vorstadt,52.49457,13.39525,Entire home/apt,4,2.0,2.0,62.0,92,180,166,4.76,4.8,4.68,False,,33.0,297,1.11,2,1.5
1030060,Stylish Xberg-Near Hasenheide park,Tempelhofer Vorstadt,52.48754,13.42052,Entire home/apt,2,1.0,1.0,45.0,92,1125,162,4.74,4.68,4.68,False,100.0,100.0,235,1.07,2,1.0
1032446,"Quiet, cosy Room with bath",Adlershof,52.4338,13.55078,Private room,1,1.0,2.0,47.0,3,60,42,4.93,4.83,4.86,True,100.0,67.0,339,0.34,1,1.5
1033506,Apartment near Potsdamer Place,Tiergarten Süd,52.50386,13.37007,Entire home/apt,2,1.0,1.0,82.0,1,60,564,4.79,4.85,4.83,True,100.0,100.0,185,3.74,1,1.0
1052235,Cosy Room in Quiet Neighborhood,Mahlsdorf,52.52537,13.63342,Private room,3,1.0,3.0,49.0,2,1125,77,4.99,4.96,4.68,False,90.0,92.0,341,0.76,1,1.0
1052941,Ferienwohnung Köpenick-Müggelspree,Friedrichshagen,52.44656,13.61662,Entire home/apt,2,1.0,1.0,57.0,4,365,257,4.81,4.67,4.9,True,80.0,81.0,246,1.9,1,1.0
1062210,Cozy and bright 2 room apartment at Mauerpark,Prenzlauer Berg Nordwest,52.5475,13.40584,Entire home/apt,2,1.0,2.0,58.0,92,183,3,5.0,5.0,5.0,True,100.0,33.0,161,0.12,1,1.0
1067886,In the Heart of Kreuzberg,nördliche Luisenstadt,52.50017,13.423,Shared room,2,1.0,1.0,99.0,4,42,26,4.81,4.56,4.96,False,100.0,33.0,15,0.17,1,1.0
1068023,Apartment in Kreuzberg with beautiful view,südliche Luisenstadt,52.49256,13.43667,Entire home/apt,2,1.0,1.0,69.0,14,25,167,4.83,4.95,4.77,False,100.0,33.0,44,1.1,1,1.0
1069492,Exquisite townhouse in Berlin-Mitte!,Alexanderplatz,52.52746,13.40781,Entire home/apt,4,3.0,3.0,403.0,3,9,23,5.0,5.0,5.0,True,,,85,0.17,1,2.0
1084183,"the heart of West Berlin,KADEWE,Zoo",Schöneberg-Nord,52.50059,13.34231,Private room,1,1.0,1.0,65.0,1,730,109,4.91,4.85,4.95,True,100.0,92.0,205,0.89,1,1.0
1084512,Charming Studio Sprengelkiez Berlin,Wedding Zentrum,52.53979,13.35207,Entire home/apt,2,1.0,2.0,112.0,3,16,75,4.86,4.89,4.62,True,100.0,100.0,209,0.5,1,1.0
1111145,apartment 4_miniloft - downtown - 60 sqm,Brunnenstr. Süd,52.5313,13.39461,Entire home/apt,3,1.0,2.0,208.0,3,90,197,4.53,4.53,4.88,False,100.0,100.0,282,1.38,7,1.0
1120028,Art-Space loft with terrace+ bikes near Tempelhof!,Schillerpromenade,52.47974395751953,13.422286987304688,Entire home/apt,3,1.0,3.0,77.0,6,14,33,4.47,3.61,4.82,False,100.0,73.0,88,0.22,1,1.0
1120297,Central Berlin 3 room flat,Brunnenstr. Süd,52.53413,13.39945,Entire home/apt,4,1.0,3.0,93.0,200,1125,9,4.29,3.67,4.89,False,0.0,0.0,177,0.06,1,1.0
1125176,Bauhaus Design Studio SoHo ZOO 3km,Barstraße,52.48021,13.31437,Private room,1,1.0,1.0,108.0,92,99,3,5.0,5.0,5.0,False,,,363,0.02,1,2.0
1128861,central location- Hackischer Markt,Alexanderplatz,52.52436447143555,13.407642364501951,Entire home/apt,2,1.0,2.0,80.0,14,365,13,4.5,4.08,4.85,False,100.0,50.0,328,0.09,1,1.0
1130337,Sunny apartment no.1 in Berlin city,Ost 1,52.56169,13.37297,Entire home/apt,4,2.0,4.0,65.0,92,190,277,4.37,3.94,4.48,False,33.0,0.0,236,1.95,1,1.0
1146439,Sunny Room Dachterrasse Über Bärlin,Südliche Friedrichstadt,52.50376,13.41032,Private room,2,1.0,1.0,65.0,1,93,284,4.87,4.93,4.79,True,100.0,92.0,325,1.92,2,1.0
1153584,Gästezimmer Berlin-Pankow,Blankenfelde/Niederschönhausen,52.58711,13.40013,Private room,2,1.0,2.0,60.0,2,1125,159,4.88,4.93,4.65,True,100.0,100.0,188,1.09,1,1.0
1158424,summer in the city,Wedding Zentrum,52.55423,13.36646,Entire home/apt,3,2.0,2.0,82.0,2,1125,33,4.76,4.15,4.7,False,100.0,64.0,5,0.22,1,1.0
1159572,10965 Berlin Kreuzberg 4-8 people,Tempelhofer Vorstadt,52.49451,13.38537,Entire home/apt,7,3.0,4.0,127.0,3,1125,485,4.7,4.56,4.77,False,100.0,100.0,238,3.24,1,1.0
1172856,In the middle of the centre!,Alexanderplatz,52.52725,13.39153,Private room,1,1.0,1.0,78.0,3,1125,115,4.92,4.91,4.95,True,100.0,70.0,116,0.91,2,1.0
1176655,TOP exklusive und zentrale Whg in Berlin Mitte,Brunnenstr. Süd,52.53434,13.40217,Entire home/apt,4,1.0,2.0,145.0,2,100,391,4.78,4.9,4.88,False,100.0,100.0,102,2.62,1,1.0
1177924,S37 - Room22 Apartment Bergmannkiez,Tempelhofer Vorstadt,52.491261,13.392341,Entire home/apt,6,2.0,4.0,190.0,7,182,399,4.92,4.94,4.91,True,100.0,96.0,292,2.75,9,1.0
1185916,Charming room in Berlin-Charlottenb,Neue Kantstraße,52.50467,13.29144,Private room,1,1.0,1.0,51.0,1,95,132,4.98,4.95,4.93,True,100.0,100.0,63,0.9,1,1.0
1205350,Great apartment near Kastanienallee,Prenzlauer Berg Südwest,52.538,13.40886,Entire home/apt,4,2.0,2.0,112.0,5,25,433,4.81,4.71,4.95,True,100.0,96.0,147,3.11,1,1.0
1224679,Old Berlin House flat Schillerpark,Parkviertel,52.55474,13.34739,Entire home/apt,2,1.0,1.0,41.0,93,1125,22,4.95,4.8,4.65,False,,0.0,170,0.15,1,1.0
1226803,Wonderful FamilyFriendly Loft  02/Z/RA/021498-25,Frankfurter Allee Nord,52.51595,13.45704,Entire home/apt,5,2.0,3.0,162.0,3,29,67,4.91,4.77,4.92,False,80.0,39.0,111,0.45,1,1.0
1227566,*Your dream-summerflat in berlin!,Osloer Straße,52.56467,13.39204,Entire home/apt,4,2.0,4.0,117.0,5,30,38,4.84,4.5,4.68,False,100.0,67.0,49,0.31,1,1.0
1230847,Cosy 85sqm apartment in Kreuzberg,Tempelhofer Vorstadt,52.48667,13.39064,Entire home/apt,2,1.0,1.0,107.0,92,110,6,5.0,5.0,4.83,False,100.0,100.0,358,0.04,1,1.0
1234638,Excellent apartment hip Berlin,Frankfurter Allee Nord,52.51515,13.46967,Entire home/apt,6,3.0,6.0,169.0,3,1125,144,4.39,4.41,4.61,False,80.0,96.0,298,1.08,4,1.0
1237568,Concrete sky cabin Hackescher Markt,Alexanderplatz,52.52275,13.40259,Entire home/apt,1,1.0,1.0,79.0,92,1124,126,4.69,4.79,4.93,False,,,364,0.84,1,1.0
1238867,Prenzy Prenzy,Prenzlauer Berg Nord,52.5516,13.41688,Entire home/apt,2,1.0,1.0,84.0,2,1125,334,4.81,4.81,4.9,True,100.0,100.0,209,2.36,2,1.0
1255664,Loft-Studio Berlin-Charlottenburg,Otto-Suhr-Allee,52.5157,13.30468,Entire home/apt,2,1.0,0.0,46.0,13,1125,28,4.93,4.96,4.96,False,0.0,0.0,279,0.24,1,1.0
1255842,"Skyline view, Apartment, 130m2, 2 balconies, quiet",Karl-Marx-Allee-Nord,52.52403,13.44403,Entire home/apt,2,1.0,1.0,80.0,30,66,2,5.0,5.0,4.5,False,100.0,0.0,99,0.06,1,2.0
1264077,Green Paradise in trendy Neukölln,Köllnische Heide,52.47177,13.46855,Entire home/apt,2,1.0,0.0,82.0,92,1125,29,4.74,4.68,4.54,True,100.0,46.0,84,0.19,2,1.0
1272125,Beau Berlin Central less than 49% of the space,Otto-Suhr-Allee,52.51229,13.31165,Private room,2,1.0,2.0,46.0,4,1125,217,4.81,4.65,4.85,True,100.0,90.0,4,1.56,1,1.0
1273930,apartment 2_rooftop -downtown -2 rooms-55 sqm+terr,Brunnenstr. Süd,52.53159,13.39474,Entire home/apt,3,1.0,2.0,208.0,3,90,107,4.62,4.68,4.87,False,100.0,100.0,184,0.78,7,1.0
1273941,apartment 3_penthouse-2 rooms - downtown - 75 sqm,Brunnenstr. Süd,52.53159,13.39487,Entire home/apt,4,1.0,3.0,260.0,3,90,92,4.65,4.71,4.89,False,100.0,100.0,259,0.62,7,1.0
1273954,apartment 5_livingroom -downtown -2 rooms - 75 sqm,Brunnenstr. Süd,52.5313,13.39461,Entire home/apt,4,1.0,2.0,260.0,3,90,122,4.54,4.64,4.91,False,100.0,100.0,269,0.89,7,1.0
1273965,apartment 6_studio b- downtown - 2 rooms - 60 sqm,Brunnenstr. Süd,52.5313,13.39461,Entire home/apt,3,1.0,2.0,208.0,3,90,156,4.58,4.61,4.82,False,100.0,100.0,272,1.14,7,1.0
1274386,Wonderful home sightseeing Spree,Otto-Suhr-Allee,52.52146,13.30163,Private room,3,2.0,1.0,13.0,10,1125,220,4.77,4.48,4.86,True,100.0,70.0,0,1.52,3,1.0
1274387,Wonderful home sightseeing Spree,Mierendorffplatz,52.52334,13.30312,Private room,2,1.0,1.0,24.0,92,730,179,4.6,4.31,4.86,True,100.0,70.0,70,1.2,3,1.0
1275721,"Sunny Flat City West Berlin, 100sqm",Barstraße,52.489639,13.31773,Entire home/apt,2,1.0,1.0,95.0,5,1125,32,4.91,4.69,4.78,True,100.0,93.0,218,0.29,1,1.0
1282857,Modern apartment centre Kreuzberg,Tempelhofer Vorstadt,52.49155,13.39364,Entire home/apt,3,1.0,2.0,84.0,2,60,470,4.73,4.67,4.9,True,100.0,100.0,285,3.39,1,1.0
1283324,industrial loft with 2bedr + 2bathr,Rixdorf,52.47927,13.44402,Entire home/apt,6,2.0,2.0,51.0,92,1125,159,4.76,4.64,4.7,False,,0.0,358,1.1,1,2.5
1286381,Nice Apartment in hip Friedrichshain,Karl-Marx-Allee-Nord,52.51893,13.45023,Entire home/apt,4,1.0,4.0,72.0,3,1125,21,4.38,4.05,4.81,False,80.0,96.0,53,0.15,4,1.0
1300487,Stay the Berlin - Friedrichshain,Frankfurter Allee Süd FK,52.51373,13.47125,Private room,1,1.0,1.0,51.0,4,1125,90,4.88,4.68,4.88,True,100.0,92.0,130,0.61,1,1.0
